author,author_cat
"Helen Davidson, Lorena Allam, Calla Wahlquist and Nick Evershed",3490
Katy Murrells and Niall McVeigh (for a bit),5083
Jamie Fullerton in Bangkok,4094
"Calla Wahlquist, Lorena Allam and Nick Evershed",1547
Peter Beaumont and Oliver Holmes in Jerusalem,7312
Jack Austin,3940
Stuart James at Rodney Parade,8698
Suzanne Wrack at Rodney Parade,8752
"Robert Kitson
Ashton Gate",7870
"Dominic Rushe in Boone, Iowa",2497
Rob Smyth (earlier) and Tanya Aldred (later),7828
Annette Ruzicka,843
"Michael Savage, Policy Editor",6399
Giles Richards at Monza,3201
Sid Lowe and Dominic Fifield,8447
Michael Aylwin at Sandy Park,6219
Katie Whyatt at Bramall Lane,5074
Greg Wood at Sandown,3317
Stella Creasy,8593
Adam Collins (at Ageas Bowl) and Tim de Lisle (earlier),254
Graham Hardcastle at Headingley,3272
Gerard Meagher at the Twickenham Stoop,3176
Simon  Tisdall,8477
Qaos,7469
Daniel Khalili-Tari and agency,2116
Gabrielle Chan in Augathella,3072
Alex Hess (earlier) and Niall McVeigh (later),419
Robert Kitson at Kingston Park,7875
Narelle Towie in Perth,6646
Joe Gorman,4452
Judy Courtin and Chris Atmore,4728
Anne Davies and Ben Doherty,829
David Hytner at Vicarage Road,2260
Tom Lutz (for the match) and Niall McVeigh (reaction),9090
Helen Pidd and Patrick Greenfield,3495
Gary Nunn,3113
Andrew Stafford,719
Damon Wise,2030
"Amanda Holpuch in Brooklyn, New York",558
Jess Smee in Berlin,4333
Alexandra Heal,456
Phillip Inman Economics editor,7388
Steve Brenner in New York,8633
Daniel Boffey in Brussels and Pippa Crerar,2094
"Kevin Mitchell
Flushing Meadows",5140
Ben Beaumont-Thomas and Mark Sweney,1149
Rajeev Syal and Richard Partington,7607
"Erum Salam, Francisco Navas and Rachel Obordo",2859
"Vikram Dodd, Peter Walker, Luke Harding and Marc Bennetts",9274
Khaled A Beydoun,5185
Rory Carroll,7962
Robert Booth Social affairs correspondent,7840
Brian Baxter,1361
"Amanda Holpuch in Pike county, Alabama",564
James Candy,4034
"Ed Pilkington in New York, Luke Harding and Steven Morris",2639
Lindy Morrison,5485
Naaman Zhou and Luke Henriques-Gomes,6621
Kevin Mitchell Flushing Meadows,5142
Suzanne Bearne,8745
Graham Russell,3285
Robert Kitson at Franklin's Gardens,7874
Carl David Goette-Luciak and Caroline Houck in Managua,1563
Alison Whittaker,521
Barney Ronay at the Kia Oval,1105
Vic Marks at the Kia Oval,9240
Owen Bowcott and Heather Stewart,6982
Bryan Armen Graham at Flushing Meadows,1405
Bemi Shaw,1145
Adam Liaw,285
Mary Konstantopolous at ANZ Stadium,6051
"Andrew Gumbel in Anaheim, California",673
Ali Martin at the Kia Oval,493
Peter Kellner,7330
Vanessa Thorpe and Emma Graham-Harrison,9217
Miranda Sawyer,6493
Jon Swaine in New York and Stephanie Kirchgaessner in Washington,4594
JP O'Malley,3911
"Toby Helm Political Editor
",9044
Aaron Bower at the AJ Bell Stadium,218
Kate Lyons (now) and Patrick Greenfield (earlier),5011
Steve Brenner at Flushing Meadows,8631
Mary O'Connor,6053
Jon Henley in Stockholm,4580
Ben Dirs at the Birmingham Arena,1154
Barney Ronay at the Oval,1111
James Candy at Ceres Park,4035
Adam Collins (now)  Tanya Aldred (earlier),256
Robert Kitson at the AJ Bell Stadium,7881
Peter Holding,7326
Aamna Mohdin,194
Katie Goh,5062
Patrick Wintour Diplomatic Editor,7144
Dan Sabbagh and Heather Stewart,2062
Tanya Aldred at Lord's,8857
Nathan Jolly,6669
Jessica Elgot  Political correspondent,4339
"Katharine Murphy ,Paul Karp and Ben Doherty",5035
Sid Lowe at the Estadio MartÃ­nez Valero,8460
Daniel Taylor at the King Power Stadium,2147
Rajeev Syal and Peter Walker,7605
Stephen Burgen in Barcelona and Sam Jones in Madrid,8616
Katharine Murphy  and Paul Karp,5034
"Judith McConnell, MetDesk",4727
Liza Ramrayka,5524
Tanya Aldred at New Road,8858
Sarah Butler and Julia Kollewe,8251
Lois Beckett in San Francisco,5545
Greg Wood at Doncaster,3307
"Haroon Siddique, Kevin Rawlinson and Ruth Michaelson in Cairo",3423
Anne Davies and Nick Evershed,831
Tobi Thomas,9032
"Jacob Steinberg, Barry Glendenning, Michael Butler and Will Unwin",4004
Oliver Milmanin San Francisco,6951
Greg Mercer,3298
Stephanie Kirchgaessner in Washington and Jessica Glenza in Austin,8605
Sid Lowe at the Estadio Cerro del Espino,8459
Pippa Crerar and Dan Sabbagh,7415
Patrick Wintour and Dan Sabbagh,7149
Sarah Russell,8286
Bryan Armen Graham in Las Vegas,1407
Catharine Lumby,1617
"Simon Burnton
",8481
Kevin Mitchell in Glasgow,5158
Paul Rees at Kingsholm,7239
Emily Holden and Oliver Milman in San Francisco,2739
Michael Mann,6332
"Ruth Maclean West Africa correspondent, and Ismail Alfa in Maiduguri",8011
Ashifa Kassam,968
Severin Carrell,8382
Jon Swaine in New York and Ben Jacobs in Washington,4593
Sophie Heawood and Libby Brooks,8546
"Bryan Armen Graham
Las Vegas",1401
Isabelle Westbury,3706
Isabelle Westbury at Edgbaston,3707
"Oliver Laughland in Myrtle Beach, South Carolina, Adam Gabbatt in Lumberton and Khushbu Shah in Wilmington, North Carolina",6942
Helen Sullivan and photographs by Tomasz Machnik,3498
"Sadiq Khan
Mayor of London",8162
Rob Bleaney,7814
SinÃ©ad Gleeson,8520
Michael Aylwin at Twickenham Stoop,6222
Kevin Mitchell at the Emirates Arena,5153
Robert Booth  Social affairs correspondent,7839
Phillip Inman and Richard Partington,7391
Patrick Greenfield and Jim Waterson,7098
"Martin Pengelly in New York, Adam Gabbatt in Lumberton, Oliver Laughland in Goldsboro, Khushbu Shah in Wilmington, North Carolina and agencies",6038
Helen Sullivan,3497
Sam Jones in the Plaza de Cibeles,8193
Jonathan Wilson at Goodison Park,4660
Suzanne Wrack at the Dripping Pan,8757
Alex Hess,418
Richard Moore in Andorra,7755
Nicola Davis and Kevin Rawlinson,6844
Nina Lakhani in Tegucigalpa,6884
David Hytner in Milan,2279
Dominic Fifield at St Mary's Stadium,2461
"Khushbu Shah in Wilmington, Adam Gabbatt in Lumberton and agencies",5186
Stephen Ganavas,8623
Jennifer Rankin in Brussels and Pippa Crerar,4257
David Hytner at San Siro,2257
Barney Ronay at San Siro,1097
George Rennie,3157
Joe Penhall,4460
Ewan Murray in Atlanta,2892
Jamie Jackson in Berne,4127
Anna Jean Kaiser in Rio de Janeiro,806
Paul Wilson at the Etihad Stadium,7264
Sachin Nakrani in Thessaloniki,8160
Dan Sabbagh and Daniel Boffey in Salzburg,2061
Sid Lowe at the BernabÃ©u,8454
Jamie Jackson at Stade de Suisse,4119
Amethyst DeWilde,585
Emma Graham-Harrison in Kabul,2764
Paul Rees and Robert Kitson,7236
Mark Harris,5922
"Michael Butler, Jacob Steinberg, Simon Burnton and Paul Doyle",6247
"Sachin Nakrani at the Toumba Stadium, Thessaloniki",8158
Aaron Bower at the John Smith's Stadium,222
Tanya Aldred and Graham Hardcastle,8855
Gabrielle Jackson in Gundagai and Helen Davidson,3077
"Joanna Walters in New York, Lauren Gambino in Washington and agencies",4436
Lyndsay Connors,5622
Jess Cartner-Morley in Milan,4330
Jason Burke Africa correspondent and agencies,4179
Dan Sabbagh and Daniel Boffey,2060
Alan Powers,360
Elle Hunt and Patrick Barkham,2714
Paul Rees at the Recreation Ground,7249
Ewan Murray at East Lake,2881
Jamie Doward and agencies,4089
Toby Helm and Andrew Rawnsley,9046
Robert Manne,7895
Jack Banister,3941
Julian Borger and Joanna Walters,4764
"Vanessa Thorpe, Observer arts and media correspondent",9219
Matt Cleary at Coogee Oval,6080
Nick Ames at Amex Stadium,6764
Andrew Rawnsley and Toby Helm,694
Richard Wetherell and Aaron Bower,7786
Michael Savage and Daniel Boffey,6393
Michael Aylwin at Ashton Gate,6216
John Brewin at Craven Cottage,4481
Ben Fisher at Cardiff City Stadium,1163
Sophie Heawood,8545
Greg Wood at Newbury,3313
Lesley McDowell,5428
Amy Sedghi,637
Richard Jolly at Old Trafford,7744
Jacob Steinberg at the Emirates Stadium,3996
Jessica Elgot and Rajeev Syal,4352
Barney Ronay at the London Stadium,1107
Dominic Fifield at London Stadium,2458
Barnabas Calder,1090
Simon Hattenstone,8498
Dan Sabbagh and Pippa Crerar,2069
Anthea Lacchia,909
Lisa O'Carroll and Dan Sabbagh,5501
Patrick Wintour and Julian Borger in New York,7151
Tasnim Nazeer,8871
"Liane Moriarty, Gabrielle Chan, Robyn Williams, Krissy Kneen, Peter Mares, Madonna King, David Sornig, Fiona Patten, Royce Kurmelovs and Rick Morton",5452
Stuart James at the Kassam Stadium,8705
David Hytner at the Den,2266
Peter Walker,7348
Luke O'Neil in Boston,5612
Heather Stewart and Lisa O'Carroll,3462
Tanya Aldred at the Oval,8863
"Samuel Gibbs, Kate Lyons and Olivia Solon",8227
Amanda Meade and Anne Davies,570
Dan Collyns,2039
Paul Doyle at Stadium MK,7169
Sean Ingle at Le Golf National,8344
Andrew Stewart (MetDesk),720
Suzanne Wrack at the Academy Stadium,8756
Adam Mars-Jones,292
Tanya Aldred at the Kia Oval,8862
Joanna Walters and Jon Swaine in New York and Lauren Gambino in Washington,4433
Esther Addley,2862
"Paul Doyle, Barry Glendenning and Nick Ames",7185
Steven Morris and Severin Carrell Scotland editor,8675
Moira Donegan,6518
Noah Smith in Los Angeles,6901
Andy Bull at Le Golf National,729
Eni Aluko,2782
Fabrizio Romano,2934
Julian Borger in New York  Oliver Holmes in Jerusalem,4768
Kevin Mitchell at Le Golf National,5148
Jessica Elgot and Severin Carrell,4353
Patrick Wintour in New York and Andrew Roth in Moscow,7153
Henry Scowcroft,3523
Stacey Thomson,8560
Lyndsey Winship,5624
"Amanda Holpuch, Martin Belam and Kevin Rawlinson",566
Luke O'Neil in Boston and Paul Owen in London,5613
Esther Addley and Tom Lamont,2865
Ewan Murray at Le Golf National,2885
Paul Levy,7201
Kevin Rawlinson and Steven Morris,5173
Josiah Mortimer,4710
Greg Wood at Newmarket  and  Chris Cook,3315
Sid Lowe at the Santiago Bernabéu,8467
Michael Savage and Robin McKie,6397
Brodie Lancaster,1386
"Jessica Glenza  in New York, Vanessa Thorpe and Hannah Summers",4366
Paul Doyle at Molineux,7167
David Hytner at the London Stadium,2270
Kerry Hudson,5125
Angelique Chrisafis,785
Interview by Andrew Anthony,3670
Mattha Busby  and Marianna Spring,6106
Dylan Storer in Fitzroy Crossing,2551
Matthew Beard,6110
Letter,5440
Sally Weale and Robert Booth,8178
Pippa Crerarand Jamie Grierson,7430
Sarah Boseley and agencies,8249
Erin Durkin,2849
Dominic Fifield at the Vitality Stadium,2479
Jamie Jackson in Hoffenheim,4129
"Lauren Gambino in Washington, Sarah Betancourt in Boston and agencies",5384
Angela Giuffrida in Rome and  Mattha Busby,778
"Dan Sabbagh, Pippa Crerar and Rajeev Syal",2076
Nathan Jolly; playlist by Guardian Australia,6670
Barney Ronay at Old Trafford,1096
Andy Hunter in Naples,761
Jamie Jackson at the Rhein-Neckar-Arena,4125
Lauren Gambino and David Smith in Washington,5369
Jamie Grierson and Peter Walker,4102
Oliver Laughland and Lois Beckett,6939
Martin Patriquin in Montreal,6028
Sarah Betancourt in Boston,8245
Damien Gayle and Amy Gibbons,2019
Gemma McKinnon,3137
Andy Hunter at Stadio San Paolo,754
Andy Hunter at the Stadio San Paolo,758
David Samuel*,2309
"Lisa O'Carroll in London, Daniel Boffey and Jennifer Rankin in Brussels",5502
"Jacob Steinberg, Gregg Bakowski and Nick Miller",4006
Jacob Steinberg at Stamford Bridge,3988
Lauren Gambino in Washington and Matthew Weaver in London,5378
Giles Richards at Suzuka,3204
Catherine Shoard,1625
"Sam Levin, Amanda Holpuch  and Paul Owen (earlier)",8205
Sean Ingle in Chicago,8353
Rebecca Solnit,7653
Aaron Bower DW Stadium,197
Gerard Meagher at the Recreation Ground,3172
Ed Aarons at the Amex Stadium,2625
Sanjoy Roy,8236
Heather Stewart  and Dan Sabbagh,3448
Winnie M Li,9418
Gerard Meagher at Twickenham Stoop,3169
Toby Helm & Michael Savage,9041
Bethan McKernan,1260
Joanna Walters and Erin Durkin in New York,4432
Jamie Margolin,4133
"Greg Wood
Longchamp",3302
Joe Parkin Daniels,4457
Marc Hetherington and Jonathan Weiler,5864
Daniel Bessner and David Austin Walsh,2085
Michael Aylwin at the Ricoh Arena,6226
Libby Brooks Scotland correspondent and Mattha Busby,5455
"David Smith, Sabrina Siddiqui and Lauren Gambino in Washington",2336
Tom Phillips and Dom Phillips in Rio de Janeiro,9106
Rebecca Smithers Consumers affairs correspondent,7652
Jamie Grierson  Home affairs correspondent,4096
Geoff Lemon in Dubai,3143
Karim Zidan,4983
Graeme Wearden and Zoe Wood,3257
Martin Chulov in Istanbul,6021
Dan Martin,2049
Miriam Gillinson,6495
"Patrick Greenfield, Sarah Marsh and Maeve McClenaghan",7107
Lina Khatib,5475
Sarah Marsh and Haroon Siddique,8272
Severin Carrell and Dan Sabbagh,8385
Gwyn Topham  Transport correspondent,3354
Suzanne Wrack at Craven Cottage,8749
Shaun Walker in Ruse,8418
Ali Martin in Dambulla,498
Aamna Mohdin and agency,195
Oliver Burkeman,6929
Patrick Greenfield and Sarah Marsh,7102
Rich Johnson (MetDesk),7689
Niamh McIntyre,6722
Diane Taylor and Caroline Bannock,2417
Diane Taylor and Niamh McIntyre,2418
Denis Campbell and Mattha Busby,2384
Nicola Davis and Ciara Long,6843
Richard Luscombe in Miami and agencies,7751
Daniel Taylor in Rijeka,2160
Dominic Fifield in Rijeka,2485
Stuart James at the Principality Stadium,8711
Andy Bull at Walton Heath,735
"Jamiles Lartey in Marianna, Florida",4143
Julian Borger in Washington  Martin Chulov in Istanbul Patrick Wintour in London,4773
Guardian staff and agency,3340
Eleanor Robertson,2677
Libby Brooks in Glasgow and Sam Jones in Madrid,5457
Hannah Mays and Mattha Busby,3404
Dominic Fifield at Stadion HNK Rijeka,2462
Staff and agencies in Goma,8577
Gabrielle Canon,3068
Michael McGowan and Christopher Knaus,6336
Daniel Taylor at Stadion HNK Rijeka,2135
Marie Hicks,5900
Dominic Rushe,2490
Phillip Inman in Bali,7392
Paul Doyle in Dublin,7183
Josh Wood in Boston,4705
Dominic Fifield and Daniel Taylor in Seville,2450
Serena Fokschaner,8372
Eleni Courea,2680
Paul Doyle at the Aviva Stadium,7176
Aaron Bower at Old Trafford,213
Mark Townsend Home Affairs Editor,5966
David Lammy,2290
Paul Rees at Sandy Park,7242
Meghan O'Rourke,6182
Emily Thornberry,2753
Horatio Clare,3559
Andrew Roth in Abakan,700
Kat George,4994
Patrick Wintour  Diplomatic Editor,7140
Patrick Greenfield (now); and Andrew Sparrow (earlier),7096
Dominic Fifield in Seville,2487
Daniel Taylor in Seville,2162
Sean Ingle at Wembley,8345
"Jason Wilson in Whitefish, Montana",4205
Kate Connolly and Josie Le Blond in Berlin,4998
Vanamali Hermans,9206
"Michael McGowan, and Oliver Holmes in Jerusalem",6340
Dan Collyns in Quito,2041
Denis Campbell  Health policy editor,2380
Jamie Grierson home affairs correspondent,4107
Alex Hern and Jim Waterson Media editor,415
Nina Lakhani and agencies,6881
"Dan Sabbagh, Pippa Crerar and Daniel Boffey",2075
Dominic Fifield at the Estadio Benito VillamarÃ­n,2470
Geoff Lemon in Abu Dhabi,3142
"Katharine Murphy, Michael McGowan, Anne Davies and agencies",5045
Sid Lowe at the Estadio Benito VillamarÃ­n,8458
Daniel Taylor at the Estadio Benito VillamarÃ­n,2142
Martin Farrer (earlier) and Graeme Wearden (now),6024
Gareth LlÅ·r Evans,3103
Lois Beckett in Oakland,5544
Justin McCurry in Fukushima,4840
Jon Henley in Paris and agencies,4579
Julian Borger in Washington   Lily Kuo in Beijing,4772
Claire Armitstead,1818
Alison Flood and Claire Armitstead,511
"Patrick Timmons en Karnes, Texas",7138
Alf Dubs,480
Patrick Greenfield (now) and Andrew Sparrow (earlier),7095
Heather Stewart and Jennifer Rankin,3459
Suzanne Wrack at Kingsmeadow,8750
"Heather Stewart, Daniel Boffey and Jennifer Rankin in Brussels",3471
Aaron Bower at Leigh Sports Village,211
Sid Lowe at the Mini Estadi,8464
Hilary Osborne and Juliette Garside,3539
Esther Addley and  Ben Beaumont-Thomas,2863
Tim de Lisle and Nick Miller,9020
Staff and agencies in Hanoi,8578
"Damien Gayle , Frances Perraudin and Owen Bowcott",2018
Sam Levin in Menlo Park,8199
"Michael Butler, Sachin Nakrani, Nick Miller and Simon Burnton",6248
Bethan McKernan in Istanbul and  Julian Borger in Washington,1263
Victoria Bekiempis in New York,9254
"Daniel Boffey, Heather Stewart and Jennifer Rankin in Brussels",2099
Priti Patel,7457
Martin Chulov  Middle East correspondent,6013
"Tom Dart at the Circuit of the Americas, Austin",9075
Robert Kitson at Welford Road,7880
Tim Knowles,9000
Ali Martin in Kandy,499
JosÃ© Alejandro GarcÃ­a in TecÃºn UmÃ¡n and David Agren in Mexico City,4714
Brigid Delaney in the crowd,1382
Jim Waterson and Saeed Kamali Dehghan,4399
Keith Potter,5098
"Emma Graham-Harrison, Julian Borger and Bethan McKernan",2766
"Toby Helm, Michael Savage and Eleni Courea",9059
Bethan McKernan in Istanbul and Julian Borger in Washington,1264
Michael Aylwin at Allianz Park,6215
Jamie Jackson at the John Smith's Stadium,4124
Stuart James at Cardiff City Stadium,8695
Robert Kitson at the Ricoh Arena,7884
"Nina Lakhani in Mexico City and JosÃ© Alejandro GarcÃ­a in TecÃºn UmÃ¡n, Guatemala",6883
Tom Dart at Circuit of the Americas,9074
Liz Duck-Chong,5515
Ali Martin in Colombo,497
Paul Rees at Cardiff Arms Park,7237
Graham Searles at Wembley,3287
Fiona Harvey and Jonathan Watts,2971
"Jamiles Lartey, Julia Carrie Wong, Mark Oliver, Chris Michael, Nick Van Mead, Elle Hunt and Tash Reith-Banks",4149
"Lucy Mangan
",5598
Louise Taylor in Kharkiv,5585
Lauren Gambino in Washington and Erin Durkin in New York,5376
"Jessica Elgot, Ben Quinn, Sarah Marsh and Kevin Rawlinson",4360
Martin Chulov Middle East editor,6015
Dan Sabbagh and Peter Walker,2068
Sinead Stubbins,8519
Hannah Ellis-Petersen in Bangkok,3398
Paul MacInnes at Old Trafford,7209
Lily Kuo in Beijing,5470
Bethan McKernan in Istanbul,1262
Louise Taylor at the Metalist Stadium,5581
Amanda Holpuch and Joanna Walters in New York,555
"David Agren in Huixtla, Mexico",2211
Daniel Boffey in Strasbourg,2097
Lorena Allam and Calla Wahlquist,5553
David Hytner in Eindhoven,2277
Oliver Milman in New York and Emily Holden in Washington,6948
Sarah Marsh and Jim Waterson,8273
Esther Addley and  Dan Sabbagh,2864
David Hytner at PSV Stadion,2256
"Peter Walker (now), Sarah Marsh and Alexandra Topping (earlier)",7350
Kate Lamb in Jakarta,5007
"Simon Burnton, Niall McVeigh and Jacob Steinberg",8489
Paul Doyle at Stamford Bridge,7170
Miranda Bryant,6492
Robert Kitson in Vilamoura,7892
Rajeev Syal and Jessica Elgot,7602
Amy Lawrence at the EstÃ¡dio JosÃ© Alvalade,624
Jasper Jolly,4208
"Ed Pilkington in Charlotte, North Carolina",2633
